id,file,emotion,text,summary_2para
727,727.wav,Trust," Astaghfirullahalazim kalian tau gak? Masa temen gue bilang kayak gini, eh nanti kalo kita buka puasa, kita bukanya pas siang aja, gausah pas magip takut fomo Astaghfirullahalazim kata gue, Allah akhbar kabiruh Eh manusia itu adalah perintah dari Allah subhanahu wa ta'ala Maksudnya kalo misalkan lu buka puasa siang-siang itu namanya lu telat sarapan Bukan lu baru buka puasa, tapi ya emang begitu tantangannya bulan puasa Kalo ga aus ya kita lapar, makanya emang kebutuhan ceran kita tuh bener-bener diperhatiin Karena kebutuhan ceran pas puasa itu sama aja, kayak kebutuhan ceran pas kita ga puasa Makanya pintu-pintu bagi kita kalo misalkan kita puasa, ngatur kapan ceran ini masuk Kalo misalkan lu sampe kumpulan ceran, kayak misalkan dehidrasi, lu kan jadi apa? Jadi lemas, jadi kurang konsentrasi, atau sampe diajak ngomong jadi ngangong Oke, pertanyaannya sebenernya berapa banyak sih kebutuhan ceran yang kita butuhkan setiap harinya? Sederhananya 30-50 cc dikali kan dengan berat badan Jadi kalo misalkan orangnya berasa itu, itulah sekitar 2-3 liter lah setiap harinya Nah kalo kita lagi puasa, yaudah dibagi aja kayak 12 saat caung, 14 saat perbuka, dan 2 gelas sebelum tidur Nah, temen-temen, biasanya minum air putih terutama dari sebermatanya air yang terpilih, kayak dari aqua Air yang berasal dari keputuhan terpilih biasanya mengandung mineral alami Yang sudah diprosesir alami oleh bebatuan dan diprosesor dilanjut Sehingga tetep mungkni dan aman untuk dikonsumsi Jadi, bantu kembalikan kebutuhan ceranmu dengan aqua dulu",
728,728.wav,Surprise," banyak banget yang nanya sama aku kalau dokter hewan waktu kuliah kita koas gak ya? nah sama seperti jurusan kedokteran lainnya kita koas juga ya setelah kita lulus S1 atau sarjana kedokteran hewan kita ambil koasistensi selama 1,5 sampai dengan 2 tahun pada saat koasistensi kita lebih banyak terjun ke lapangan dan mempraktekkan ilmu-ilmu yang sudah diajarkan pada saat S1 pada saat koasistensi memang akan ada rotasi misalnya 2 bulan kita belajar unggas, lalu 2 bulan berikutnya kita belajar anjing kucing kemudian 2 bulan berikutnya kita belajar kuda, semua akan tergantung dengan peraturan universitas masing-masing pada saat koas itu pressure banget ya karena kita dituntut untuk bisa menyelesaikan kasus manggiri dalam jangka waktu yang singkat ini contohnya, kemarin ada 2 mahasiswa koasistensi dari Uni Brau yang ikut kejahatan dokter-dokter di Dokter Ikan Indonesia di sini mereka akan kita ajarin semua, dimulai dari handling sampai mereka mencoba operasi ikan mas kita berusaha banget untuk kasih bekal ilmu yang cukup buat mereka ada yang mau koas di tempat aku?",
729,729.wav,Trust," Bu ibu, bapak-bapak, kalau kalian semua punya kolesterol tinggi, ya tolong juga bersung-makanannya. Ini kita yang dapat bukan NIAAP-NIAAP, ini bolak-balik, bolak-balik, dok pengen cek kolesterol. Ya gak apa-apa mau cek kolesterol. Cuma masanya pasti ditanya, masih suka gak makan jeroh-jerohnya? Masih suka gak makan lemak-lemakan? Gimana olahraganya? Engga, gak dilakuin dok, masih suka makan jeroh-jeroh lemak-lemakan. Tuh, jangan gini dong. Maksud gue begini, kolesterol itu penting buat tubuh kita. Karena kolesterol itu membantu menstabilkan membran sel. Intinya kolesterol itu penting buat tubuh kita, buat hormon dan lain-lain. Makanya sebenarnya tubuh kita secara alami itu memproduksi kolesterol. Cuma jangan kelebihan. Gitu loh, kalo kelebihan jadi bahaya. Dan nurunin kolesterol bukan cuma dari minum obat-obatan doang. Tapi juga dari pola hidup. Kalau ada sekalian makan yang gak dijaga, ya udah tuh, kolesterol numpuk. Jadi itu penakituk, jadi itu penyakit jadur. Makanya sebetulnya pola hidup itu penting. Statin nih yang biasa dikasih api itu merahnya terserah. Itu dia menghambat produksi kolesterol dalam tubuh kita. Tapi kolesterol dari luar itu tetap harus dibatesin. Kalo gak dibatesin, dia gak turun-turun kolesterolnya. Atau misalkan opsi lain deh, pilih misalkan ada minuman yang mengandung plant-sandle ester. Apa itu fungsinya plant-sandle ester? Dia itu kayak menghambat penyakapan kolesterol dari usus halus. Kalo lu mau minum-minumannya mengandung PSE, itu diminumnya abis makan. Usahain minumnya itu rutin. Akhirnya kolesterolnya bisa turun karena kehambat penyakitannya. Dan serak klinis emang udah teruji. Dan lo kalo liat di kemasannya, dia termasuk endah gula. Sama setau ga minuman yang mengandung PSE ini, bisa lo beli dimanapun. Itu misalkan kayak king apdi itu juga minum gituan. Nah, tapi yang paling penting adalah kurangin asupan kolesterolnya. Dari jerauan, dari lemak-lemaknya, lemak hewani gitu loh. Dan jangan lupa olahraga. Jangan sampai anda semua kena penyakit jantung, kena penyakit keburut lambat gitu.",
730,730.wav,Surprise, cari dokter ikan? sama sekali gak mudah sering kali aku dapet klien yang ikannya sakit satu kolam contohnya ikan-ikan ini populasi kolamnya ada 30 ekor semuanya gak mau makan ikan akhirnya dievakuasi semua di tempat karantina sementara kolam airnya full kita ganti dan kita riset ikan-ikan yang dikarantina aku pisahkan berdasarkan gejala klinis yang gejalnya paling parah aku jadikan satu di satu tempat ikan-ikan inilah yang aku terapi paling intensif apakah kasus ini bisa selesai dalam jangka waktu satu atau dua hari? jawabannya tentu saja tidak aku dan tim dokter aku butuh waktu selama 3 minggu untuk menyelesaikan kasus ini selama 1-2 hari kita rutin visit ke tempat klien untuk observasi dan memakukan pengobatan apakah semuanya bisa berhasil kami selamatkan? tentu saja tidak yang bertahan kurang lebih hanya 18 ekor beberapa ikan yang menunjukkan gejala klinis paling parah justru yang selamat yang insangnya sudah nekrosis atau busuk sebanyak 70% sampai hari ini masih hidup setelah sudah selesai pengobatan ikan satu per satu kita rilis kembali ke kolam ikan terlihat sudah lebih lincah dan yang gak kalah penting ikan sudah mau makan aku dan owner ngerasa happy banget setelah 3 minggu perjuangan,
731,731.wav,Joy," Coba kamu bisa gak kukuruyoknya yang berdua gitu? UUUUU Nah, coba lagi UUUU Lagi Azik, sekali lagi Azik, sekali lagi UUUU Haseng",
732,732.wav,Surprise," Dokter hewan pasiennya kuda udah biasa Kalo pasiennya kuda laut udah pernah liat belum? Di video kali ini aku mau nyeritain pasien kuda laut yang terkena gas bubble disease Jadi kuda laut ini berenangnya tidak bisa normal karena memang ada kelebihan gas pada kantongnya Kasus ini kebetulan ditangani oleh kolega aku, Dr. Alex di New York Liau memang request kasus ini untuk di-share untuk bahan belajar pada dokter hewan di Indonesia Yang membuat aku umis, penanganan gas bubble disease ini adalah pemasangan katheter Katheter dipasang tujuannya untuk melepaskan gas yang terperangkap di dalam kantong Setelah katheternya dipasang, kuda laut bisa berenang kembali secara normal Dunia kedokteran ikan ternyata masih sangat luas ya Soon aku akan expand rawat inap untuk ikan air laut juga",
733,733.wav,Proud," Guys gue mau cerita, jadi kan selama sebulan ini gue pake alat untuk ngecek gula selama 15 hari berterut-terut Tapi bukan alat yang ngecek gula cetekan gitu loh Tapi dia cukup ngecekin sekali di perut dan ya udah bisa dibawa aktivitas Gue tuh bawa kayak buat makan, minum, mandi, ngejim, sampe dengan sauna tuh masih gue pake tuh alat itu Dan ya udah berfungsi normal dan dia nunjukin kada gula gue selama 24 jam Dan hasilnya keluar tiap 3 menit sekali lewat aplikasinya Dan somehow ya gue tuh jadi lebih aware dengan kada gula gue Karena biasanya gue kan kalau bangun tidur cenderung lebih lemes ya Ternyata pas gue cek gula gue itu kalau pas pagi-pagi cenderung lebih rendah Makanya biasanya kalau gula gue kurang dari 90 gue udah nyiapin cemilan buat gue makan Dan menurut gue alat ini berguna banget buat kalian yang pengen monitor kada gula Mungkin terutama yang punya diabetes tipe 1 atau tipe 2 Atau mungkin orang tua yang punya atau mungkin saudaranya yang punya diabetes tipe 1 atau tipe 2 Karena kan biasanya orang dengan diabetes kada gulanya kan fluktuatif ya, nektron-nektron Nah ini bisa ngebantu untuk memonitoring kada gula Atau juga hasilnya tuh bisa dilihat kayak misalkan abis makan sesuatu jadinya tinggi Nah itu bisa jadi patokan tuh buat menghindari makan-makanan yang bisa menyebabkan sukses paik atau lonjakan kada gula Dan banyak banget orang di Indonesia ini yang ga tahu kalau misalkan komplikasi dari penyakit gula itu banyak Dan kebanyakan baru ketahuan pas udah parah-parahnya Komplikasi dari penyakit gula bukan cuma kaki yang luka kaga semu-semu, engga, engga itu tapi banyak Misalkan kekusaran saraf bola mata kita sebutnya retinopati diabeticum Kekusaran saraf tepi, jadi biasanya tangan tuh gampang kesemutan Atau bahkan yang parah-parah tuh misalnya kekusaran pada ginjala Jadi sebenarnya di dunia yang semakin instant ini yang banyak orang kena diabetes Tolonglah kita perbaikin pola hidup, makan makanan yang sehat, makan secara teratur Luangin waktu buat olahraga, minimal 30 menit sehari aja Dan kalau misalnya ada dananya jangan lupa MCU, medical check up, liat kondisi tubuhnya Karena sebetulnya kita mencegah itu lebih baik dibandingkan mengobati Jangan lupa pola hidup diperhatikan, olahraga yang cukup kalau ada dananya jangan lupa MCU Karena monitoring kesehatan tuh emang sangat penting, oke?",
734,734.wav,Surprise," Hah, dokter aku kesungat ikan pari! Jadi kemarin aku dapat pasien ikan pari jenisnya back diamond badannya banyak luka-luka karena triometical injury atas persetujuan owner ikan aku rawat dirawat inap luka-lukanya rutin kita bersihkan setiap hari beberapa luka tumbuh jamurnya kita bersihkan juga setiap hari gak lupa aku berikan antibiotik, antiradang, dan vitamin ikan pari gak hanya air laut saja tapi juga ada fresh water stingray stingnya beracun juga loh tapi gak high venom dokter Amel waktu lagi mau nyerot gak sengaja jarinya ini jaraknya terlalu dekat sama ikannya jadi lah dicium deh dia sama ikan pari tapi karena memang ikan pari ini gak high venom efeknya gak akan sehebat seperti kalau kita kesengat ikan pari yang air laut katanya sih bakal demam 3 hari aku sempet panik banget awalnya soalnya dokter Amel sempet ngerasa mati rasa di bagian jempolnya tapi sekarang dia baik-baik aja kok yah mungkin ini yang namanya resiko pekerjaan",
735,735.wav,Surprise," Hai guys, di video kali ini aku mau nyawitain cerita lengkap tentang arowana yang makan karet kemarin Jadi fish owner emang udah tau kalau ikannya ini makan dop karet Langsung lah kita x-ray Dan hasilnya membuat sedih banget Awalnya aku kira aku bisa gapai pakai forceps tapi ternyata nggak berhasil Akhirnya aku langsung kepikiran untuk endoskopi di Modern Fed Karena aku tau Modern Fed adalah salah satu klinik dengan fasilitas yang paling lengkap di Jakarta Aku pikir endoskopi itu hanya sesimpel masukin kamera ke dalam, terus kita ngambil objeknya Tapi ternyata itu salah guys Prosesnya berlangsung selama kalau lebih satu jam dan sangat menegangkan Karena objek yang dimakan ini lumayan besar menurut aku Salut banget sama tim Modern Fed yang sangat profesional Mumpung lagi di sini kita sambil jalan-jalan deh ngelihat fasilitasnya yang lain Ini ruang rawat minap kucingnya luar biasa bagus banget dan wangi Lalu aku kesana lagi ada papi yang lagi di empeng, lucu banget Tim di sini keliatan banget lagi ngerawat hewan-hewan sepenuh hati Di sini juga ada underwater treadmill yang bisa dipakai untuk fisioterapi Bangga banget sama dokter hewan sekarang udah punya fasilitas kayak gini di Indonesia Karena dengan peralatan yang lengkap dapat menunjang diarnosa Dan meningkatkan probabilitas kesembuhan pada periharan kita Semoga dokter ikan Indonesia bisa selengkap ini juga ya ke depannya",
736,736.wav,Surprise," Hai guys, kali ini Aden Malay sebagai dokter helan spesialis ikan tapi udah punya 3 dokter gak kerasa padahal satu tahun yang lalu aku masih sendirian pagi-pagi kita sambil ngobrol makan makaron yang dibuat sama dokter Amel kita diskusi juga untuk kasus-kasus yang akan kita hadapin hari ini dokter Amel akan kedua klien, dokter Dina ketiga klien, sedangkan aku dan dokter Hana kedua klien klien pertama aku lokasinya di BSB klien aku mengeluhkan ikannya selalu kengalam di bawah alias sinking kalau kalian perhatiin dirasa aku yang lain, kasus ini sering sekali terjadi ya dan problemnya gak selalu ada pada gelombong renang sebenarnya, makanya wajib kita xray yah tanpa basa-basi ikan langsung aku packing dan aku bawa di tempat ini aku sekalian nge-walkin baby-baby ikan koi hasil dari induksi beberapa minggu lalu si ibu ikan gak keluar-keluar telurnya jadi aku injek si hormon deh klien aku selanjutnya lokasinya di Patawasenayan ikannya di kolam bolak balik sakit gak selesai-selesai kasusnya ikannya satu udah sembuh ganti-ganti ikan yang lain yang sakit aku curiga ada something wrong di airnya ganti jalannya paling parah kita coba angkat dan periksa ternyata radanya udah parah banget dan setelah dicek foto zoanya juga banyak banget akhirnya aku bawa kerawat inap terus kita lanjut xray ikan klien aku yang tadi lokasinya di BSB karena dokter Amel udah selesai sama urusannya akhirnya aku suruh dia buat bantu xray di sini dokter Amel aku minta buat menolong dokter Hana supaya dokter Hana tahu cara xray ikan yang baik dan benar setelah selesai xray aku kembali kerawat inap dengan membawa pasien selanjutnya seharusnya dokter Dina sih yang bikin ada in my life gimana? pada setuju gak?",
737,737.wav,Surprise," Hai guys, kali ini aku meriksa ikan clownfish atau yang biasanya kita sebut dengan mimu Aslinya mereka ukurannya kecil banget cuma sekitar 3 cm Kalian tau gak kalau ikan mimu ini transgender? Mereka semua akan terlahir sebagai jantan Apabila diperlukan, salah satu di antara koloninya akan berubah menjadi betina Hal ini menguntungkan buat mereka karena mereka hidup berkoloni di tumbuh karang yang kecil Jadi mereka gak perlu susah-susah cari jodoh Setelah kita samping si ikan mimu ini, cacingnya banyak banget Ada om cacing, tante cacing, adek cacing, bayi cacing Akhirnya satu akarium aku kasih obat cacing Karena dengan jumlah cacing yang segitu banyak, sangat memungkinkan menulalkan ikan-ikan yang lain Setelah lelah menangkap mimu, muka jadi kotor banget, makeup tercampur sama keringat Sebelum cuci muka, aku pakai Jikoo Jimiselar Water Karena botolnya yang pam, ngebuat produknya jadi praktis banget Asli sih semua kotoran bener-bener keangkat Ukurannya juga gede jadi bikin lebih hemat Nah sekarang kita jadi tahu ya kenapa mimu digambarkan sebagai laki-laki Dan gak mungkin punya saudara perempuan",
738,738.wav,Sadness," Hai guys, kali ini pasien gawat darat aku lokasinya di Bandung Sampai lokasi ternyata udah ada yang tidak bernyawa Ikan yang lain kelihatan luka-luka parah pada bagian kulitnya Total ada 3 ekor yang menunjukkan gejela klinis yang sama Setelah aku cek ternyata cacinya banyak banget Tapi selain cacing aku ada suspek ke virus juga namanya KHV Jadi aku sarankan untuk PCR Melihat kondisi pasien yang lumayan memperhatinkan Pasien aku bawa ke ICU Total ada 3 ekor yang aku bawa Sekitar jam setelah 3 sore kita otw banget deh Eh sebentar, yakin mau pulang? Kita jalan-jalan sebentar ke Surabaya yuk Tanggal 2-4 Juli 2025 di Grand City Confect Surabaya ada event Indofisery Di sini akan ada banyak perusahaan-perusahaan yang menunjukkan teknologi terbaru di bidang perikanan Jadi emang cocok banget buat kamu yang mau upgrade ilmu Bakal ngebuka banyak peluang untuk industri aquaculture Yang mau datang, lajib pakai baju formal",
739,739.wav,Surprise," Hai ibu selamat siang saya dr. Riksan saya periksa dulu ya Tadi kata ada keluhan sesek ya? Iya dok Oke periksa dulu ya Oh iya iya iya oke Ibu ini kayaknya asma Kalau asma itu perlu kita uap supaya napasan lebih enak Ibu bersedia ga kalau kita uap? Bersedia dok Bersedia ya Bang minta tolong di uap ya Boleh siap dok Ibu kita uap dulu ya tarik napas Salah, salah Jadi seharusnya kalau mau kita pake ini Ibu kita uap dulu ibu ya pake ini ibu Tuh jadi Asma itu bisa ditangani di Pusketsmas lho Ayo datang ke Pusketsmas Ayo",
740,740.wav,Trust," Hai, ada em live lagi tapi kali ini nggak meriksa ikan koi Kali ini pasien aku jenisnya African Chiclet atau Ngujair Hyas yang asalnya dari Afrika Pada ikan ini terlihat ternyata tonjolan pada bagian sebelah kanan Tonjolannya lumayan besar untuk ukuran ikan kecil seperti ini Dapat teraba ada cairan di dalamnya Akhirnya ikan aku biuh, selalu cairannya aku keluarkan menggunakan jarum suntik Cairan yang aku keluarkan total ada 2 mili Setelah semua cairan yang berhasil aku ambil, ternyata masih teraba adanya tonjolan Aku jadi curiga adanya tumur dan harus opasi Untuk sementara ikan aku support dengan beberapa obat-obatan Rancananya minggu depan aku harus kontrol kembali Next pasien aku kali ini ikan predator Banyak banget nih yang banyak di DM atau di komen Aku pernah nggak sih meriksa ikan predator Beberapa kali aku memang meriksa ikan predator walaupun tidak sebanyak ikan koi Ikan ini namanya Alligator Gar Dia terkena sinking disease, selalu tenggelam dan tidak bisa naik ke permukaan Setelah aku cek menyebab sinking disease-nya dikarenakan Traumatical Injury Ditandai dengan posture tubuhnya yang bengkok indikasi dari patah tulang Sayangnya ikan ini sudah nggak bisa diapapai lagi Jadi aku sarankan owner untuk pelihara ikan sampai akhir hidupnya Next pasien aku ada ikan Muskobki Yang ini lumayan menyeramkan karena terjadi kematian mussel Kematian mussel diawali dengan masuknya ikan baru Setelah aku cek di mikroskop ternyata protozoenya banyak banget Yang bulat-bulat kehitaman ini namanya Ihtiopchidius multivilis Atau biasa disebut dengan White Spotted Disease Ditandai dengan adanya bintik-bintik putih pada permukaan tubuh ikan Di sini aku sekalian mau jawab kalau aku sama sekali tidak pernah pilih-pilih pasien ya Ikan mahal maupun murah akan aku perlakukan dengan sama Justru aku sangat appreciate dengan fish owner yang ikannya tidak terlalu mahal Tapi mau memperjuangkan kesehatan ikannya Semoga para fish owner semakin aware dengan kesehatan ikan mereka ya",
741,741.wav,Surprise," Hai, adonimewlife lagi sama aku, Dr. Hewat Specialized Ikan Pasien pertama aku, lokasi Ribintaro, ikan ko ilang lagi nih Seperti biasa, aku selalu mengevaluasi filtrasi yang ada Ternyata kolamnya tidak ada media biologisnya Jadi aku serangkan owner untuk tambah media biologis Kondisi yang sakit, aku ambil untuk rawat inap Next, aku menuju ke Jakarta Convention Center Senayap Aku kesini untuk datang ke event Indofisialis yang diadakan oleh kementerian Kelautan dan Perikanan Salut banget sebenernya sama pemerintah kita karena di sini mereka benar-benar mengadepankan produk-produk Indonesia Mereka ingin menunjukkan bahwa produk-produk yang kita punya tidak kalah baik dengan produk luar Ini aku nyobain krab stick, rasanya enak banget, aku lapar banget belum makan dari SD Dibusnya kementerian Pimpin-Bisterian, aku lumayan emnis, ternyata Indonesia punya produk spirulina yang kualitasnya nggak kalah dari luar Spirulina sendiri untuk ikan banyak manfaatnya, salah satunya untuk color enhancer Mba Mba ini informatif banget, aku dijelasin banyak sama dia Kemendikbud juga keren banget, mereka tunjukin udah banyak sekolah-sekolah yang berinovasi di bidang perikanan Di acara ini pemerintah juga menghimbau kita untuk makan lebih banyak protein lewat sosialisasi SDTI SDTI itu susu daging telur ikan ya temen-temen Tidak sedikit vendor-vendor yang menunjukkan teknologi-teknologi terkini Event ini masih 2 hari lagi loh, sampai hari Jumat, buruan datang ke sini nggak sih? Selama di sini aku gagal fokus banget sama drone ini, ini super gede, kira-kira fungsinya buat apa ya?",
742,742.wav,Surprise," Hai, di video kali ini aku mau jawab pertanyaan yang paling sering ditanyain ke aku Aku pernah gak sih dapat pasien ikan konsumsi kayak ikan emas atau ikan nila? Jawabannya belum pernah ya, sebenarnya secara anatomi akan sama Yang berbeda adalah cara pembelian obat karena gak mungkin disuntik satu persatu Untuk ikan beli daya, aku biasanya banyak sharing sama teman-teman komunitas di event Indofisiris Eventnya selalu ramai setiap tahun karena memang disini ajang bagi para pembeli daya untuk sharing knowledge mereka Yang tahun ini eventnya agak sedikit berbeda karena diadakan langsung oleh komentarian kautan dan perikanan Gak hanya ketemu dengan komunitas para pembeli daya Disana akan banyak sekali vendor yang menyajikan produk dan jasa yang cukup reliable yang bisa kamu pakai untuk usaha beli daya kamu Dimulai dari pakan beli daya, obat-obatan dan banyak sekali teknologi-teknologi baru lainnya Kebetulan acara Indofisiris ini selalu bertepatan dengan acara Indolivestock setiap tahunnya Yang tahun ini acaranya diadakan dari tanggal 17 sampai tanggal 19 Juli di JCC Senaya Jangan mau datang jangan lupa daftar dulu dan pakai baju resmi ya Aku bakal ada disana tanggal 17, ada yang mau barengan?",
743,743.wav,Trust," Hai di video kali ini aku mau nunjukin proses krioterapi pada ikan Biasanya krioterapi digunakan untuk treatment pada kulit manusia atau mamalia Karena pada ikan sering sekali ada tonjolan pada bagian kulit yang sangat sulit hilang Jadi aku mau pakai metode krioterapi ini pada ikan Di luar negeri metode ini sudah digunakan dari lama Di Indonesia sepertinya baru aku yang menggunakan metode ini untuk ikan Jadi krioterapi adalah tindakan medis yang menggunakan suhu dingin yang ekstrim Untuk membekukan dan mengangkat jaringan abnormal Cairan yang digunakan ini adalah nitrogen cair ya Jaringan abnormal seperti ini yang tumbuh pada kulit ikan Biasanya akan tumbuh kembali walaupun sudah dipotong menggunakan gunting atau skalpel Itulah mengapa penggunaan metode krioterapi ini aku rasa sangat cocok aku gunakan Untuk mengangkat jaringan abnormal pada ikan Keuntungan metode ini sebenarnya banyak banget loh Bisa mengurangi respon radeng, mengurangi pendarahan Dan menurut jurnal ikannya juga merasa tidak terlalu sakit Tapi selama proses pengobatan berjalan ikan tetap aku bius ya Setelahnya pun aku tetap memberikan obat-obatan seperti antibiotik, anti radang dan vitamin Setelah ikannya sadar ikannya langsung swim happily Semoga ton jalannya udah gak tumbuh-tumbuh lagi ya ikan",
744,744.wav,Surprise," Hai, ikut aku operasi ikan lagi, tapi kali ini penjelasan aku akan jauh lebih ke teknis untuk bahan belajar temen-temen dokter hewan kalau nanti mereka dapat kasus ikan yang harus dioperasi Untuk operasi dengan prosedur yang panjang kita membutuhkan FADS atau Fish Anesthesia Delivery System Intinya kita harus membuat sistem di mana ikan bisa kita rebahkan sesuai dengan posisi operasi yang kita mau namun dapat tetap dialirkan oleh air yang mengandung obat bius Disinilah dokter hewan harus lebih kreatif karena memang dokter ikan di dunia memiliki metode yang berbeda-beda selalu sediakan air dengan kadar anestesi yang lebih rendah just in case ikan tidur terlalu dalam Ikan disarankan untuk puasa 12 jam hingga 24 jam sebelum operasi Dari satu hari sebelumnya kita sudah harus memberikan antibiotik, antirada, dan vitaminnya Setiap kita melakukan laparotomi kita harus sangat berhati-hati dengan gelembung renang ikan karena gelembung renang ikan sangat fragile, mudah kolaps dan gampang sobek Kalau kulitnya tipis seperti ini kita bisa langsung jahit saja menggunakan benang yang bisa diserap gunakan benang mono filament untuk menghindari adanya kolomisasi bakteri Aku biasanya pakai benang berbahan polidioksanon karena lebih tidak menimbulkan reaksi dibandingkan benang yang lain Pain management pas ke operasi juga harus sangat kita perhatikan pemilihan obat-obatan analgesiknya harus tepat Pada saat recovery kita bisa tambahkan obat-obatan antimikrobial pada air Atau bisa menggunakan garam ikan dengan dosi 1-3 ppt Luka jahitan biasanya akan sembuh total dalam jangka waktu 10-14 hari",
745,745.wav,Sadness," Hai, kalian mau lihat ikan gajah? Sini-sini aku tunjukin Nah, ini dia ikan gajah Karena dia punya belemai makanya disebut dengan ikan gajah atau elephant nose fish Ikan ini asalnya dari Afrika dan dapat mengeluarkan aliran listrik Tapi aliran listriknya gak dipakai untuk membunuh mangsa seperti electric eel ya Karena aliran listrik yang dikeluarkan sangat lemah Sehingga hanya digunakan untuk bernavigasi, komunikasi dan mencari mangsa Nah, bala-bala ini sebenarnya punya nama loh Ada yang tau gak namanya apa",
746,746.wav,Surprise," Hai guys, biasanya kalian ngeliat aku meriksa pasien yang ukurannya satu meter Kali ini pasien aku ukurannya nggak lebih gede dari jari kelingking aku Bahkan berat badannya cuma 4,4 gram Ikan ini udah nggak mau makan dari satu hari yang lalu Terlihat ada banyak peradangan di area punggung dan area ekor Karena memang ikan ini kondisinya sudah tidak baik Akhirnya aku memutuskan untuk memasukkan ikan ini ke ICU Seaking kecilnya dia sampai bisa aku masukin ke dalam cup holder kayak gini Fish owner bilang dia dapat ikan ini gratis sebenarnya Tapi anaknya sayang banget sama ikan ini Fish owner yang kayak gini perlu direstalikan sebenarnya Dia nggak peduli berapa harga ikannya yang penting dia komitmen buat ngerawat Sayangnya setelah aku observasi ulang ikannya di tempat yang lebih besar Ikan ini menunjukkan gaya berenang yang irregular dan suka menabrak-nabrak dinding Untuk mengurangi stress aku berikan garam ikan dengan dosi 1 kg per 1000 liter air Treatment yang kita lakukan di ICU adalah pemberian antibiotik, antiradang dan vitamin Sumber oksigennya kita juga pakai oksigen murni Sayangnya dia sudah lemes banget dan kemungkinan kesembuhannya adalah 50% Semoga aku bisa menyelamatkan kamu ya adik kecil",
747,747.wav,Surprise," Hai guys, kalian inget gak dulu aku pernah beli ikan lele bantut si ikan yeye? Nah ini dia, dulu aku beli sekitar Mei tahun 2024 panjangnya sekitar 30 cm Sini-sini aku tunjukin kayak gimana dia sekarang Taraaa, karena dia memang hidup bareng sama ikan koi aku, jadi dia ikut makan pelet Sebenernya banyak banget penghobi predator yang udah kasih warning ke aku Ada ungkapan jangan percaya mulut RTC Saking rakusnya dia dan berpotensi makan ikan yang lainnya Sejauh ini sih dia baik-baik aja ya sama ikan-ikan aku yang lain Mungkin karena size nya memang jauh agak berbeda Anyway, dia emang rakus banget sehari aku kasih makan dia 2 kali pagi dan sore Hari ini aku emang mau ngangkat dia dan ngecek seberapa besar sih dia tumbuh Dalam jangka waktu 10 bulan, ternyata dia sekarang ukurannya udah 52 cm Aku paling sayang sama ikan yeye aku dibandingin sama anak amis yang lain Gak tau ya kenapa, tapi mukanya tuh lucu banget Ada sungutnya lagi tuing-tuing Setelah aku cek ternyata di belakang oper kulungnya ini ada papillomanya Tapi samennya nggak terlalu kelihatan Untung aku dokter ikan deh, jadi kamu bisa aku obatin sendiri deh Panjang umur ya yeye, aku bakal bikin video terus perkembangan pertumbuhannya 1 tahun sekali Biar kita sama-sama menyaksikan dia tubuh sampai panjangnya 1 meter Hidup dengan bahagia ya yeyeku",
748,748.wav,Surprise," Ibu-ibu yang punya anak di luar sana dan anaknya kejang, jangan panik Tenang, kalau bisa video-in anaknya Video-in beneran cuma buka kamera terus kayak... Buka video sambil anaknya diapain? Anaknya dimiringkanan atau piring kiri sambil dilonggarin Bajunya, pakaiannya, celananya supaya dadanya tidak keempat Sama kita tujuan memiringkan itu supaya tidak ada makanan yang masuk ke mulutnya Atau air apa segala macam yang bisa menyumbat saluran anginnya Jangan ente masukkan pakai sendok atau taburkan bubuk pakai kopi Jangan, jangan begitu Jadi ketimbang kita panik, mendingan tarik napas, buang napas Oke, kita pelan-pelan cari solusinya Sandal di video-in, kenapa perlu di video-in? Supaya nanti ketika berobat ke rumah sakit, dokternya tahu tipe kejangnya kayak gimana Kemudian durasinya gimana, kesadaran pasca kejangnya itu gimana Jadi biar jelas, jadi biar tahu beneran ini kejang atau bukan Nah terus habis itu, kunci daripada semuanya sebenarnya adalah tenang Tenang dan tenang itu didapatkan dari apa? Dari pengetahuan Pengetahuan didapatkan dari apa? Dari belajar Dan kalau misalkan memang punya obat-obat antikejang atau antipanas di rumah Boleh diberikan, contohnya misalkan yang dari pantet itu obat antikejangnya Jangan teriak-teriak panik atau segala macam ngejar Iya, pasti panik, kita paham pasti akan panik Cuman maksudnya kalau kita panik, kalau kita teriak-teriak Tidak akan menyelesaikan sebuah masalah Makanya kita harus tetap tenang, ambil napas, buang napas dan kita cari solusinya Itu tadi, jangan lupa untuk tetap belajar Menjadi orang tua, kuncinya adalah belajar, oke?",
